,trail_id,name,area_name,city_name,state_name,country_name,popularity,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,length_miles,elevation_gain_feet,latitude,longitude,difficulty,features_count,activities_count
638,10299877,Old Big Oak Flat to Yosemite Falls,Yosemite National Park,Yosemite Valley,California,United States,4.9674,3,point to point,4.5,9,"['dogs-no', 'historic-site', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'trail-running', 'fly-fishing']",16.399954164296,4314.000138048001,37.71389,-119.73241,moderate,7,6
639,10354077,Tuolumne Meadows lodge to Vogelsang Camp,Yosemite National Park,Yosemite Valley,California,United States,4.9377,3,point to point,4.5,12,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",7.1999798770079995,1548.000049536,37.87756,-119.33496,moderate,6,6
640,10019002,Laurel Lake Trail,Yosemite National Park,Long Barn,California,United States,4.9309,5,out and back,4.0,10,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",15.399956959156,3461.000110752,37.94645,-119.78729,hard,6,3
641,10259018,Tioga Road to Yosemite Falls and Eagle Peak,Yosemite National Park,Yosemite Valley,California,United States,4.919,3,out and back,5.0,4,"['dogs-no', 'forest', 'views', 'waterfall']","['birding', 'hiking', 'nature-trips', 'walking']",16.599953605324,1814.000058048,37.85198,-119.57782,moderate,4,4
642,10024435,Bald Hills Road,Redwood National Park,Hoopa,California,United States,4.9066,5,point to point,4.0,4,"['forest', 'river', 'views', 'wild-flowers', 'wildlife']",['scenic-driving'],31.699911402938003,4455.00014256,41.20827,-123.75558,hard,5,1
643,10257677,Smith Peak Trail,Yosemite National Park,Yosemite Valley,California,United States,4.8873,5,out and back,4.5,6,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",12.099966182194,3490.00011168,37.92644,-119.79509,hard,4,3
644,10270309,Joshua Tree Short Loop Trail and Canyon View Trail Hike,Joshua Tree National Park,Yucca Valley,California,United States,4.8767,3,loop,4.5,6,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",6.199982671868,954.000030528,34.07442,-116.38985,moderate,3,6
645,10023041,Porcupine Wash to Monument Mountain Trail,Joshua Tree National Park,Coolidge Springs,California,United States,4.8732,5,out and back,4.0,7,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",18.299948854062,2670.00008544,33.84607,-115.77752,hard,4,5
646,10350206,Paradise Valley Trail to Woods Creek Crossing,Kings Canyon National Park,Hume,California,United States,4.8655,3,out and back,5.0,8,"['forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'walking']",27.799922302892,4327.000138464,36.79495,-118.58291,moderate,6,7
647,10301041,Tioga Pass Road to Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,4.8513,3,point to point,4.5,4,"['forest', 'views', 'waterfall', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",8.199977082148,777.000024864,37.80664,-119.54558,moderate,4,3
648,10315482,Jumbo Rocks Campground Loop,Joshua Tree National Park,Twentynine Palms,California,United States,4.8483,1,loop,4.0,8,"['dogs-no', 'kids']","['camping', 'hiking', 'nature-trips', 'rock-climbing']",0.799997764112,39.000001248,33.99257,-116.06751,easy,2,4
649,10036254,Palisade Basin,Kings Canyon National Park,Big Pine,California,United States,4.8268,7,loop,5.0,4,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",16.99995248738,4858.000155455999,37.16926,-118.56601,hard,3,3
650,10036469,Lost Man Creek Trail,Redwood National Park,Orick,California,United States,4.817,3,out and back,4.0,8,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",20.49994270537,3923.000125536,41.327,-124.01513,moderate,5,4
651,10314258,"Mirror Lake, Valley Loop Trail",Yosemite National Park,Yosemite Valley,California,United States,4.7893,3,loop,4.0,8,"['forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",10.299971212942001,666.0000213120001,37.73235,-119.5595,moderate,4,4
652,10301523,Dog Lake Trail and Lambert Dome Trail Loop,Yosemite National Park,Lee Vining,California,United States,4.7705,3,loop,4.0,6,"['dogs-no', 'forest', 'lake', 'views']","['hiking', 'nature-trips', 'trail-running']",4.599987143644,675.0000216000001,37.87765,-119.35367,moderate,4,3
653,10292546,Coastal Trail: Demartin Section,Redwood National Park,Klamath,California,United States,4.7569,3,out and back,4.5,4,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",11.399968138596,2923.000093536,41.60489,-124.10133,moderate,5,6
654,10028692,Lost Lake Trail,Kings Canyon National Park,Stony Creek Village,California,United States,4.7339,5,out and back,4.5,2,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",17.299951648922,4169.000133408,36.74321,-118.77517,hard,6,3
655,10036280,Saline Valley OHV Road,Death Valley National Park,Darwin,California,United States,4.73,3,point to point,4.0,7,"['views', 'wildlife']","['nature-trips', 'off-road-driving']",82.39976970353601,10164.000325248,36.3308,-117.71478,moderate,2,2
656,10035897,Prospect Peak Trail,Lassen Volcanic National Park,Old Station,California,United States,4.7289,5,out and back,4.0,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking']",6.8999807154660004,2263.000072416,40.56515,-121.30146,hard,5,2
657,10027127,Lower Twin and Snag Lakes Loop Trail,Lassen Volcanic National Park,Old Station,California,United States,4.65,3,loop,5.0,1,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",14.49995947453,1719.000055008,40.56379,-121.3023,moderate,5,6
658,10264117,Lower Gaylor Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,4.6445,1,out and back,4.0,8,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",4.49998742313,846.000027072,37.87963,-119.30293,easy,6,5
659,10273332,Chain Lakes Trail from Clark Range Trailhead,Yosemite National Park,Oakhurst,California,United States,4.6377,3,out and back,4.5,9,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",10.49997065397,1722.0000551039998,37.531,-119.44762,moderate,5,4
660,10027528,Azalea Campground to Big Stump Grove,Kings Canyon National Park,Cedar Grove,California,United States,4.6145,3,out and back,4.5,4,['dogs-no'],"['hiking', 'trail-running']",5.799983789812001,1437.0000459839998,36.74348,-118.97142,moderate,1,2
661,10400843,Mt. Whitney Loop,Kings Canyon National Park,Hume,California,United States,4.6094,7,loop,5.0,4,"['rails-trails', 'dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'fishing', 'hiking', 'horseback-riding', 'rails-trails']",87.49975544975,21473.000687136002,36.79494,-118.58292,hard,9,5
662,10290290,Dorst / Lost Grove Trail,Sequoia National Park,Three Rivers,California,United States,4.6019,3,out and back,4.0,7,"['dogs-no', 'forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",4.3999877026159995,902.000028864,36.63536,-118.81562,moderate,3,4
663,10328718,Kearsarge Pass Trail to John Muir Trail Loop,Sequoia National Park,Independence,California,United States,4.5931,5,loop,4.5,7,"['forest', 'views']","['backpacking', 'hiking', 'nature-trips']",42.399881497936,12148.000388736,36.77252,-118.34111,hard,2,3
664,10035738,Delilah Fire Lookout OHV Trail,Sequoia National Park,Dunlap,California,United States,4.5726,1,out and back,3.5,6,"['forest', 'views']",['off-road-driving'],17.099952207894,2440.00007808,36.75104,-119.05548,easy,2,1
665,10258857,Pelican Bay Trail,Channel Islands National Park,Ventura,California,United States,4.5504,3,out and back,4.5,10,"['cave', 'dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",3.99998882056,820.00002624,34.01749,-119.68349,moderate,4,4
666,10258333,Peaks View Day Use Area to Bear Gulch Day Use Area Trail,Pinnacles National Park,Paicines,California,United States,4.541,3,out and back,4.0,12,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",2.49999301285,301.000009632,36.48248,-121.16194,moderate,6,4
667,10369329,Cathedral Peak: Climber's Approach,Yosemite National Park,Yosemite Valley,California,United States,4.5269,5,out and back,5.0,10,"['dogs-no', 'lake', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'rock-climbing', 'trail-running']",5.799983789812001,1896.000060672,37.87346,-119.38225,hard,4,4
668,10401083,Eagle Cliffs Lucky Boy Vista loop,Joshua Tree National Park,Twentynine Palms,California,United States,4.5248,3,loop,5.0,13,['views'],"['hiking', 'nature-trips', 'walking']",4.799986584672,862.0000275839999,34.0093,-116.05584,moderate,1,3
669,10041359,O'Shaughnessy Dam to Tuolumne River,Yosemite National Park,Long Barn,California,United States,4.5241,1,out and back,5.0,8,"['dogs-no', 'forest', 'kids', 'river', 'views']","['hiking', 'walking']",2.399993292336,370.00001184,37.94601,-119.78826,easy,5,2
670,10019814,Ibex Dunes Trail,Death Valley National Park,Tecopa,California,United States,4.509,3,out and back,4.0,4,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'walking']",5.699984069298,485.00001552000003,35.73869,-116.38247,moderate,4,3
671,10253339,Park Blvd Scenic Drive,Joshua Tree National Park,Twentynine Palms,California,United States,4.4926,1,point to point,4.5,5,"['ada', 'kids', 'paved', 'views']","['nature-trips', 'scenic-driving', 'walking']",23.799933482332,2040.0000652800002,34.06802,-116.02395,easy,4,3
672,10265927,Santa Rosa Island - Pier to Ford Point,Channel Islands National Park,Santa Barbara,California,United States,4.4638,3,out and back,4.5,5,"['beach', 'dogs-no', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",19.399945779716,3123.000099936,34.00762,-120.04863,moderate,4,6
673,10268367,Shepherd Saddle Road,Sequoia National Park,Three Rivers,California,United States,4.418,3,out and back,3.5,14,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'mountain-biking', 'nature-trips', 'off-road-driving']",13.299962828362002,2647.000084704,36.52563,-118.89034,moderate,5,4
674,10027567,Bubbs Creek Trail,Kings Canyon National Park,Lone Pine,California,United States,4.4179,5,out and back,4.5,6,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",21.599939631024,5872.000187904,36.77268,-118.34024,hard,5,3
675,10029823,Chihuahua Mine,Sequoia National Park,Three Rivers,California,United States,4.3944,5,out and back,4.5,3,"['dogs-no', 'views']","['hiking', 'rock-climbing', 'trail-running']",7.099980156494,2591.000082912,36.45332,-118.59679,hard,2,3
676,10264663,Torrey Pines Trail,Channel Islands National Park,Santa Barbara,California,United States,4.3555,1,loop,4.5,11,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1.399996087196,367.000011744,33.98371,-120.01923,easy,6,5
677,10333949,Tuolumne Meadows to Tenaya Lake via Pacific Crest and Glen Aulin Trails,Yosemite National Park,Yosemite Valley,California,United States,4.3553,3,point to point,4.5,6,"['forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",11.899966741166,1197.0000383039999,37.87188,-119.37382,moderate,5,2
678,10264665,Lobo Canyon Trail,Channel Islands National Park,Santa Barbara,California,United States,4.3485,1,out and back,4.5,4,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'walking']",4.799986584672,413.000013216,34.00319,-120.09116,easy,6,5
679,10314574,Joshua Tree Queen Mountain,Joshua Tree National Park,Twentynine Palms,California,United States,4.3306,3,out and back,4.5,7,"['dogs-no', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips']",6.199982671868,1282.000041024,34.0237,-116.07775,moderate,2,4
680,10031264,Hexahedron Mine Trail,Joshua Tree National Park,Twentynine Palms,California,United States,4.3292,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",8.899975125746,1013.0000324160001,33.92355,-116.05423,moderate,4,7
681,10407847,Keys View Nature Trail,Joshua Tree National Park,Thousand Palms,California,United States,4.3189,1,loop,4.0,7,"['kids', 'views']","['birding', 'nature-trips', 'walking']",0.199999441028,19.000000608,33.92719,-116.18747,easy,2,3
682,10270224,Tuolumne Meadow to White Wolf via Pacific Crest Trail,Yosemite National Park,Yosemite Valley,California,United States,4.3179,5,point to point,5.0,8,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",27.299923700322,4950.0001584,37.87206,-119.37065,hard,6,3
683,10112030,High Sierra Trail: Ninemile Creek to Bearpaw Meadow,Sequoia National Park,Three Rivers,California,United States,4.2697,5,out and back,4.5,3,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",20.49994270537,4340.00013888,36.55464,-118.74878,hard,5,7
684,10037317,Huckleberry Meadow Trail,Sequoia National Park,Three Rivers,California,United States,4.2347,1,out and back,4.5,2,"['dogs-no', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",5.199985466727999,767.000024544,36.58474,-118.74983,easy,3,3
685,10313394,North Lake Loop via Lamarck Col and Alpine Col,Kings Canyon National Park,Bishop,California,United States,4.2334,7,loop,5.0,2,"['dogs-no', 'lake', 'river', 'views', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing']",17.099952207894,4967.000158944001,37.22668,-118.62804,hard,5,6
686,10236122,Horseshoe Lake Trail,Lassen Volcanic National Park,Chester,California,United States,4.2272,1,out and back,4.5,7,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers']","['camping', 'hiking', 'trail-running', 'walking', 'whitewater-kayaking', 'canoeing']",4.299987982102,649.000020768,40.46688,-121.30954,easy,5,6
687,10319722,Snow Creek Trail to Yosemite Falls Trail via North Dome,Yosemite National Park,Yosemite Valley,California,United States,4.2183,5,point to point,5.0,6,"['forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",18.799947456632,5406.000172992,37.73996,-119.55968,hard,4,4
688,10263526,Lyons Ranch Trail,Redwood National Park,Hoopa,California,United States,4.2143,3,out and back,4.5,10,"['dogs-no', 'historic-site', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",3.699989659018,469.000015008,41.14824,-123.89313,moderate,5,4
689,10405507,"Smugglers Road, Scorpion Canyon and Potato Harbor",Channel Islands National Park,Ventura,California,United States,4.1838,3,loop,5.0,4,"['beach', 'views']","['hiking', 'nature-trips', 'walking']",7.99997764112,1282.000041024,34.04987,-119.55629,moderate,2,3
690,10042158,Pushawalla Plateau and Canyon Trail,Joshua Tree National Park,Indio,California,United States,4.171,3,out and back,4.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",9.799972610372,2391.000076512,33.90111,-116.08596,moderate,4,5
691,10257650,Old Big Oak Flat Road,Yosemite National Park,Yosemite Valley,California,United States,4.1674,3,out and back,4.0,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",7.099980156494,1781.0000569919998,37.7148,-119.73491,moderate,5,4
692,10252780,Burnt Hill Trail,Joshua Tree National Park,Yucca Valley,California,United States,4.1634,3,out and back,4.5,9,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",5.899983510326,859.000027488,34.0714,-116.39115,moderate,4,6
693,10031504,Lippincott Mine Road,Death Valley National Park,Keeler,California,United States,4.158,5,point to point,4.0,9,"['views', 'wild-flowers', 'wildlife']",['off-road-driving'],6.7999809949520005,1958.000062656,36.62027,-117.6484,hard,3,1
694,10359192,General Sherman via Lodgepole,Sequoia National Park,Sequoia National Park,California,United States,4.1455,3,out and back,4.0,12,"['dogs-no', 'forest', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",5.599984348784,892.000028544,36.6046,-118.72575,moderate,4,3
695,10309528,Mount Whitney via Cottonwood Lakes,Sequoia National Park,Lone Pine,California,United States,4.1315,5,out and back,5.0,5,"['lake', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips', 'rock-climbing']",57.099840413494,13353.000427296,36.45356,-118.17045,hard,2,5
696,10273340,Black Eagle Mine OHV Trail,Joshua Tree National Park,Mecca,California,United States,4.12,3,out and back,3.5,4,"['dogs-no', 'views']","['off-road-driving', 'scenic-driving']",23.999932923360003,1286.000041152,33.82554,-115.75997,moderate,2,2
697,10037283,Foresta Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,4.0714,1,out and back,3.5,8,"['dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1.599995528224,318.000010176,37.69844,-119.75723,easy,7,5
698,10322676,Chilnualna Falls Extended Loop,Yosemite National Park,Yosemite Valley,California,United States,4.0631,5,loop,4.5,5,"['dogs-no', 'forest', 'views', 'waterfall']","['backpacking', 'hiking', 'trail-running']",13.799961430932001,3976.000127232,37.54838,-119.63401,hard,4,3
699,10258641,Golden Bell and Eldorado Mine Trail,Joshua Tree National Park,Twentynine Palms,California,United States,4.062,3,loop,4.0,3,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1.99999441028,436.00001395199996,33.93303,-115.9597,moderate,5,4
700,10027101,Lily Pond Nature Trail,Lassen Volcanic National Park,Old Station,California,United States,4.0486,1,loop,4.0,6,"['dogs-no', 'lake', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",0.699998043598,26.000000832,40.53652,-121.56198,easy,4,3
701,10039656,Quail Wash to West Entrance Wash Trail,Joshua Tree National Park,Joshua Tree,California,United States,4.0467,3,out and back,3.5,9,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",17.899949972006002,1614.000051648,34.04029,-116.19784,moderate,4,6
702,10040336,Upper Colony Mill Trail,Sequoia National Park,Three Rivers,California,United States,3.9829,3,loop,3.5,7,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",4.699986864158,1151.000036832,36.5713,-118.80804,moderate,5,5
703,10273345,Silver Bell Mine Hike,Joshua Tree National Park,Twentynine Palms,California,United States,3.9765,3,out and back,3.5,7,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",1.2999963666819998,308.000009856,33.93303,-115.95977,moderate,2,4
704,10368984,Young Lakes and Mount Conness Summit,Yosemite National Park,Yosemite Valley,California,United States,3.9602,5,out and back,5.0,12,"['dogs-no', 'lake', 'views']","['birding', 'hiking', 'nature-trips']",18.799947456632,5413.000173216,37.87742,-119.35368,hard,3,3
705,10323769,"Happy Isles, Vernall Falls, Half Dome, Tenaya Lake, and Mirror Lakes Loop",Yosemite National Park,Yosemite Valley,California,United States,3.9408,5,loop,5.0,5,"['dogs-no', 'forest', 'lake', 'partially-paved', 'river', 'views', 'waterfall']","['backpacking', 'camping', 'hiking', 'nature-trips']",30.199915595228,9419.000301408,37.73235,-119.55954,hard,7,4
706,10026766,Moorten's Mill Trail,Joshua Tree National Park,Mecca,California,United States,3.94,1,out and back,1.0,2,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1.199996646168,154.000004928,33.73692,-115.81082,easy,5,5
707,10393687,North Grove and Sunset Trail,Kings Canyon National Park,Cedar Grove,California,United States,3.9347,1,loop,4.5,7,"['dogs-no', 'forest', 'kids', 'partially-paved', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking', 'cross-country-skiing']",3.3999904974760002,666.0000213120001,36.74707,-118.97488,easy,6,4
708,10034166,East Point Trail,Channel Islands National Park,Santa Barbara,California,United States,3.9136,3,out and back,5.0,4,"['beach', 'dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",14.49995947453,784.000025088,34.00291,-120.05094,moderate,6,5
709,10033201,Ubehebe Peak Trail,Death Valley National Park,Death Valley,California,United States,3.9025,5,out and back,3.5,8,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",3.99998882056,2306.000073792,36.69439,-117.57159,hard,4,3
710,10335590,Bear Hill Trail to Moro Rock Trail Loop,Sequoia National Park,Three Rivers,California,United States,3.8867,1,loop,4.0,8,"['forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",8.099977361634,1131.000036192,36.56477,-118.7735,easy,4,3
711,10020789,Chloride City OHV Trail,Death Valley National Park,Death Valley,California,United States,3.8746,3,out and back,4.5,6,"['dogs-no', 'views']","['mountain-biking', 'nature-trips', 'off-road-driving']",14.899958356586001,2611.000083552,36.75057,-116.93674,moderate,2,3
712,10302879,Telescope Peak via Shorty's Well Route,Death Valley National Park,Death Valley,California,United States,3.8631,5,point to point,4.0,3,"['forest', 'historic-site', 'views', 'wild-flowers']","['backpacking', 'camping', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",19.899944382286,11692.000374144,36.22563,-116.8816,hard,4,6
713,10269471,Corral Wall Trail,Joshua Tree National Park,Twentynine Palms,California,United States,3.7892,3,loop,4.0,4,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",1.0999969256539999,232.000007424,34.08599,-116.14047,moderate,3,4
714,10236132,Upper and Lower Twin Lake Trail,Lassen Volcanic National Park,Old Station,California,United States,3.7783,1,loop,4.0,4,"['dogs-no', 'lake', 'views', 'wild-flowers']","['birding', 'fishing', 'hiking', 'nature-trips', 'walking', 'whitewater-kayaking', 'canoeing']",9.299974007802,1299.000041568,40.49453,-121.42289,easy,4,7
715,10484544,Circle Meadows via Congress Trail,Sequoia National Park,Sequoia National Park,California,United States,3.7773,1,loop,4.5,9,"['forest', 'views']","['hiking', 'trail-running', 'walking']",4.199988261588,639.000020448,36.58456,-118.74987,easy,2,3
716,10039961,Bumpass Hell Trail  [CLOSED],Lassen Volcanic National Park,Old Station,California,United States,3.7747,1,out and back,4.5,142,"['dogs-no', 'forest', 'lake', 'kids', 'hot-springs', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",2.699992453878,439.00001404799997,40.46601,-121.51412,easy,8,4
717,10258332,Visitor Center to Peaks View Day Use Area,Pinnacles National Park,Paicines,California,United States,3.7459,1,out and back,4.5,4,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",3.2999907769620003,114.000003648,36.49439,-121.14592,easy,3,2
718,10345726,Viola Falls Trail,Kings Canyon National Park,Stony Creek Village,California,United States,3.7266,3,out and back,4.0,7,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wildlife']","['camping', 'hiking', 'nature-trips']",2.699992453878,534.000017088,36.73995,-118.96254,moderate,6,3
719,10258334,Peaks View Day Use Area to Old Pinnacles Trailhead,Pinnacles National Park,Paicines,California,United States,3.7014,1,out and back,4.5,3,"['dogs-no', 'kids', 'wildlife']",['hiking'],3.199991056448,101.000003232,36.48247,-121.16194,easy,3,1
720,10310470,California Riding & Hiking Trail,Joshua Tree National Park,Twentynine Palms,California,United States,3.6903,7,point to point,4.5,9,"['views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking']",39.099890720974,4235.00013552,34.07424,-116.03185,hard,2,4
721,10313020,Dog Dome and Dog Lake,Yosemite National Park,Lee Vining,California,United States,3.6844,1,out and back,4.5,2,"['forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",2.9999916154200004,643.000020576,37.87836,-119.339,easy,5,4
722,10313072,Indian Pass,Death Valley National Park,Death Valley,California,United States,3.6826,5,out and back,4.0,5,['views'],"['backpacking', 'camping', 'hiking']",12.99996366682,1870.00005984,36.54764,-116.89007,hard,1,3
723,10454609,"Buena Vista, Royal Arch, and Crescent Lakes Loop",Yosemite National Park,Yosemite Valley,California,United States,3.6809,5,loop,5.0,11,"['dogs-no', 'lake', 'views', 'waterfall']","['backpacking', 'camping', 'hiking']",26.49992593621,5898.0001887359995,37.54839,-119.634,hard,4,3
724,10270271,Coffin Peak,Death Valley National Park,Death Valley,California,United States,3.6727,3,out and back,4.0,3,"['dogs-no', 'views']",['hiking'],2.699992453878,702.000022464,36.21773,-116.72267,moderate,2,1
725,10348128,"Merced Lake to Half Dome Loop via John Muir, Pack and Cloud Rest Trails",Yosemite National Park,Yosemite Valley,California,United States,3.6559,5,loop,5.0,2,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall']","['backpacking', 'camping', 'fishing', 'nature-trips', 'rock-climbing']",34.699903018358,8763.000280416,37.73532,-119.56652,hard,6,5
726,10318368,Manzanita and Azalea Trail,Kings Canyon National Park,Badger,California,United States,3.6402,3,loop,4.0,7,"['dogs-no', 'forest', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",4.299987982102,902.000028864,36.73996,-118.96256,moderate,3,3
727,10270059,Ridgecrest to Death Valley OHV Trail,Death Valley National Park,Ridgecrest,California,United States,3.6185,3,point to point,4.5,4,"['dogs-no', 'historic-site', 'views', 'wild-flowers']","['nature-trips', 'off-road-driving']",165.899536332726,9993.000319776,35.61407,-117.67073,moderate,4,2
728,10342905,Zumwalt Meadow Trail to Kanawyers Trail Loop,Kings Canyon National Park,Hume,California,United States,3.5344,1,loop,3.5,4,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']",['hiking'],6.8999807154660004,462.000014784,36.79374,-118.59844,easy,6,1
729,10364030,King Creek Falls and Bench Lake Loop,Lassen Volcanic National Park,Old Station,California,United States,3.4995,3,loop,4.5,9,"['forest', 'lake', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",4.299987982102,744.0000238079999,40.46061,-121.4594,moderate,4,4
730,10316154,Mammoth Peak,Yosemite National Park,Yosemite Valley,California,United States,3.4973,5,out and back,4.5,3,['views'],"['camping', 'hiking']",5.799983789812001,2854.0000913279996,37.87961,-119.3036,hard,1,2
731,10036294,Death Valley Scenic Drive OHV Trail,Death Valley National Park,Bishop,California,United States,3.4957,3,point to point,4.0,3,"['views', 'wild-flowers', 'wildlife']",['off-road-driving'],54.49984768013,7992.000255744,37.01767,-117.41107,moderate,3,1
732,10236138,Ah-Pah Interpretive Trail,Redwood National Park,Orick,California,United States,3.4822,3,out and back,3.5,9,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0.399998882056,6.000000192,41.45094,-124.03803,moderate,5,4
